transaction_id,transaction_date,country,currency,transaction_amount,transaction_status,payment_method,merchant_category
74956,2026-03-24,UAE,AED,135.53,successful,credit_card,Services
12751,2026-07-15,Mexico,AED,386.63,successful,debit_card,Services
36507,2026-06-06,Mexico,PLN,605.07,successful,debit_card,Retail
9938,2026-08-04,India,INR,218.21,successful,wallet,Services
18374,2026-06-10,India,USD,87.48,successful,debit_card,Utilities
92221,2026-04-03,USA,AED,309.63,successful,credit_card,Food
90730,2026-05-17,UAE,PLN,193.6,successful,credit_card,Utilities
12397,2026-01-19,Poland,PLN,309.0,successful,bank_transfer,Food
94922,2026-02-03,USA,PLN,115.51,successful,credit_card,Retail
33802,2026-01-07,USA,USD,169.68,successful,credit_card,Food
1231,2026-01-06,Mexico,USD,166.77,successful,credit_card,Utilities
20335,2026-08-19,UAE,INR,1328.09,successful,credit_card,Travel
78044,2026-02-21,India,MXN,61.6,successful,credit_card,Services
40351,2026-07-04,USA,AED,479.15,successful,debit_card,Food
50863,2026-07-16,Mexico,MXN,863.65,successful,bank_transfer,Services
65410,2026-08-16,India,USD,398.17,successful,debit_card,Travel
98466,2026-03-01,UAE,USD,824.62,successful,wallet,Food
83943,2026-04-18,India,MXN,144.01,successful,credit_card,Travel
35641,2026-03-22,UAE,MXN,258.41,successful,wallet,Retail
76610,2026-02-21,Mexico,USD,117.74,successful,debit_card,Food
1046,2026-05-22,USA,PLN,560.19,successful,bank_transfer,Utilities
97796,2026-01-23,Poland,INR,154.89,successful,debit_card,Services
5938,2026-02-17,India,USD,125.52,successful,debit_card,Travel
57688,2026-02-09,Poland,AED,1207.45,successful,debit_card,Utilities
7896,2026-06-02,UAE,INR,333.33,successful,wallet,Retail
87485,2026-02-05,UAE,USD,247.55,successful,credit_card,Food
17571,2026-05-05,Mexico,MXN,186.69,successful,credit_card,Utilities
53065,2026-06-05,India,USD,19.68,successful,debit_card,Travel
11142,2026-07-30,USA,PLN,268.53,successful,debit_card,Food
96937,2026-07-13,Poland,AED,104.9,successful,credit_card,Travel
50491,2026-08-09,UAE,USD,658.54,successful,debit_card,Retail
33223,2026-01-09,USA,PLN,1345.66,successful,wallet,Retail
82507,2026-06-19,Mexico,USD,153.09,successful,wallet,Utilities
36297,2026-04-14,Mexico,INR,218.34,successful,bank_transfer,Food
67925,2026-05-24,Mexico,PLN,150.18,successful,bank_transfer,Retail
94405,2026-07-15,USA,AED,51.85,successful,credit_card,Retail
84993,2026-03-05,UAE,AED,248.97,successful,credit_card,Services
62123,2026-08-11,India,INR,800.47,successful,wallet,Utilities
65744,2026-07-23,Mexico,INR,906.07,successful,debit_card,Utilities
40247,2026-05-09,India,USD,357.55,successful,credit_card,Utilities
16362,2026-02-16,Mexico,PLN,235.05,successful,wallet,Retail
55939,2026-04-07,Poland,USD,89.0,successful,bank_transfer,Utilities
28675,2026-07-26,USA,AED,685.23,successful,credit_card,Services
23958,2026-08-19,USA,MXN,108.19,successful,bank_transfer,Services
7859,2026-01-15,Mexico,PLN,99.49,successful,bank_transfer,Retail
94213,2026-06-18,India,USD,183.05,successful,debit_card,Services
63352,2026-04-12,Poland,PLN,419.37,failed,wallet,Retail
50199,2026-08-01,Mexico,MXN,1078.92,successful,debit_card,Retail
55239,2026-03-29,Poland,PLN,325.94,successful,wallet,Retail
98341,2026-02-24,Poland,MXN,502.04,successful,debit_card,Food
13706,2026-07-30,Mexico,USD,167.3,successful,wallet,Food
13580,2026-01-21,India,MXN,370.73,successful,credit_card,Utilities
34571,2026-02-27,Poland,INR,349.96,successful,credit_card,Travel
93622,2026-04-09,Poland,USD,326.26,successful,wallet,Food
2105,2026-04-08,Poland,AED,68.21,successful,credit_card,Travel
74361,2026-07-24,Mexico,USD,1012.32,successful,credit_card,Travel
85889,2026-04-30,UAE,MXN,220.71,successful,wallet,Travel
99907,2026-02-11,India,PLN,48.07,successful,debit_card,Services
56430,2026-04-29,Poland,MXN,78.73,successful,bank_transfer,Food
86503,2026-04-13,UAE,MXN,212.72,successful,bank_transfer,Food
12470,2026-01-06,Poland,INR,341.42,successful,wallet,Food
14779,2026-05-30,Poland,AED,140.98,successful,bank_transfer,Travel
27544,2026-05-15,UAE,USD,574.8,successful,credit_card,Food
97977,2026-06-15,Mexico,PLN,200.0,successful,wallet,Utilities
46123,2026-03-20,USA,INR,129.8,successful,credit_card,Utilities
49369,2026-05-10,Mexico,INR,149.55,successful,credit_card,Food
1333,2026-01-09,Mexico,AED,111.22,successful,debit_card,Services
2361,2026-06-30,Poland,USD,232.5,successful,bank_transfer,Food
82418,2026-03-06,USA,PLN,237.61,successful,wallet,Services
45149,2026-07-28,UAE,MXN,66.07,successful,credit_card,Utilities
7842,2026-04-14,UAE,INR,740.79,successful,bank_transfer,Retail
86291,2026-08-18,Poland,AED,133.09,successful,credit_card,Food
36035,2026-06-02,India,USD,633.77,successful,debit_card,Retail
18146,2026-01-19,Mexico,INR,165.92,successful,credit_card,Utilities
70746,2026-05-13,Poland,PLN,653.65,successful,credit_card,Food
78804,2026-07-13,Mexico,INR,256.85,successful,debit_card,Services
94236,2026-06-04,UAE,MXN,93.53,successful,bank_transfer,Retail
52491,2026-08-20,Mexico,MXN,305.8,successful,bank_transfer,Services
88895,2026-07-19,Poland,MXN,209.43,failed,wallet,Retail
59269,2026-07-22,Mexico,AED,215.95,successful,credit_card,Services
19663,2026-02-24,India,INR,369.0,successful,debit_card,Travel
